CIK,Ticker_Symbol,Company_Name,Sector,Data_Date,Market_Capitalization,Total_Assets,Total_Liabilities,Net_Income_Before_Extra_Items,Cash_Flow_From_Operations,Total_Long_Term_Debt,Current_Assets,Current_Liabilities,Common_Shares_Outstanding,Total_Sales,Cost_Of_Goods_Sold
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2011-06-30,20751.9884,6273.9,3626.9,700.8,1027.0,1080.1,3686.5,1943.3,197.281,8814.6,1633.0
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2012-06-30,21047.1598,6593.0,3845.5,856.9,1126.7,1069.1,3855.1,2125.8,388.898,9715.7,1693.5
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2013-06-30,25518.3654,7145.2,3843.3,1019.8,1226.3,1326.0,4297.2,1934.6,387.994,10183.2,1682.4
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2014-06-30,28433.0401,7868.8,3999.4,1204.1,1535.2,1324.7,4825.2,2056.7,382.885,10968.7,1767.7
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2015-06-30,32487.2741,8239.2,4584.9,1088.9,1943.3,1607.5,4468.5,2135.6,374.882,10780.4,1686.9
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2016-06-30,33473.5152,9223.3,5636.0,1114.6,1788.7,1910.0,4225.1,2680.5,367.76,11263.7,1763.9
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2017-06-30,35330.6219,11568.0,7166.0,1249.0,1800.0,3383.0,4964.0,2823.0,368.104,11826.0,1959.0
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2018-06-30,52388.0627,12567.0,7857.0,1108.0,2573.0,3361.0,6168.0,3310.0,367.146,13691.0,2306.0
0001001250,EL,LAUDER (ESTEE) COS INC -CL A,Consumer Non-Durables,2019-06-30,66121.3872,13156.0,8745.0,1785.0,2517.0,2896.0,7212.0,4605.0,361.102,14866.0,2819.0
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2009-12-31,27973.5,6062.572,2168.918,929.381,963.178,1270.252,1778.129,602.425,850.0,3734.28,1823.673
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2010-12-31,41429.0,8128.019,4217.61,1554.051,1920.711,2750.401,3702.957,1139.018,850.0,5149.5,2099.438
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2011-12-31,25380.7764,8062.701,4026.418,2336.424,2070.172,2735.732,3101.503,992.877,840.98,6818.721,2763.152
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2012-12-31,32012.523,10383.749,5594.649,1934.632,2003.962,4203.863,4287.959,857.135,845.55,6669.266,2769.233
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2013-12-31,23981.9511,11210.422,5648.602,1618.517,1857.224,4204.915,3416.05,783.584,835.317,5952.943,2871.299
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2014-12-31,22915.8276,11551.91,5715.311,1332.973,1355.893,4006.031,2489.789,1150.905,812.618,5787.694,2840.503
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2015-12-31,20266.508,12593.2,7294.0,736.4,879.8,5951.5,2484.2,920.2,775.9,5045.9,2927.6
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2016-12-31,24689.62,13234.3,7363.4,776.5,923.1,5954.2,2566.1,999.0,773.0,5379.8,3034.1
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2017-12-31,36678.85,13780.1,7630.7,728.5,1976.6,5957.1,3170.1,1168.3,773.0,6654.5,3252.8
0001001838,SCCO,SOUTHERN COPPER CORP,Basic Industries,2018-12-31,23785.21,14484.8,7872.0,1543.0,2235.1,5960.1,3180.0,1216.3,773.0,7096.7,3409.0
0001002590,SGU,STAR GROUP LP,Consumer Services,2009-09-30,272.7473,664.126,357.792,109.074,78.455,133.112,376.898,193.488,75.137,1206.813,875.755
0001002590,SGU,STAR GROUP LP,Consumer Services,2010-09-30,317.9497,582.508,302.597,27.062,44.429,82.77,246.863,195.938,67.078,1212.776,904.047
0001002590,SGU,STAR GROUP LP,Consumer Services,2011-09-30,318.353,626.129,353.496,23.77,39.402,124.263,299.417,206.436,64.97,1591.31,1237.341
0001002590,SGU,STAR GROUP LP,Consumer Services,2012-09-30,263.5286,639.347,379.202,24.847,105.828,124.357,301.519,228.329,61.002,1497.588,1199.811
0001002590,SGU,STAR GROUP LP,Consumer Services,2013-09-30,283.9726,632.504,373.223,27.896,18.492,124.46,305.88,220.626,57.718,1741.796,1388.668
0001002590,SGU,STAR GROUP LP,Consumer Services,2014-09-30,327.7826,685.107,411.862,32.889,95.155,124.572,296.465,253.432,57.405,1961.724,1555.3
0001002590,SGU,STAR GROUP LP,Consumer Services,2015-09-30,486.3242,707.032,417.146,34.238,136.853,90.0,309.311,278.512,57.282,1674.291,1203.588
0001002590,SGU,STAR GROUP LP,Consumer Services,2016-09-30,539.3096,692.97,391.477,40.4,101.957,76.3,294.858,289.922,55.887,1161.338,768.841
0001002590,SGU,STAR GROUP LP,Consumer Services,2017-09-30,634.3175,673.917,367.849,25.986,21.058,65.717,241.241,272.333,55.887,1323.555,915.056
0001002590,SGU,STAR GROUP LP,Consumer Services,2018-09-30,518.6698,729.971,420.186,49.165,57.46,91.78,256.737,283.188,53.088,1677.837,1214.495
0001002910,AEE,AMEREN CORP,Public Utilities,2009-12-31,6635.33,23790.0,15730.0,612.0,1977.0,7943.0,2842.0,1711.0,237.4,7090.0,4928.8
0001002910,AEE,AMEREN CORP,Public Utilities,2010-12-31,6776.876,23515.0,15631.0,139.0,1842.0,7313.0,2894.0,1888.0,240.4,7638.0,5368.0
0001002910,AEE,AMEREN CORP,Public Utilities,2011-12-31,8037.338,23645.0,15577.0,519.0,1878.0,6677.0,2295.0,1785.0,242.6,7531.0,5380.0
0001002910,AEE,AMEREN CORP,Public Utilities,2012-12-31,7452.672,21835.0,15068.0,-974.0,1690.0,6626.0,2369.0,1698.0,242.6,6828.0,4725.0
0001002910,AEE,AMEREN CORP,Public Utilities,2013-12-31,8772.416,21042.0,14356.0,512.0,1693.0,5504.0,1972.0,2461.0,242.6,5838.0,3948.0
0001002910,AEE,AMEREN CORP,Public Utilities,2014-12-31,11191.138,22676.0,15821.0,587.0,1551.0,6120.0,2046.0,2249.0,242.6,6053.0,4054.0
0001002910,AEE,AMEREN CORP,Public Utilities,2015-12-31,10487.598,23640.0,16552.0,579.0,2017.0,6880.0,1917.0,2093.0,242.6,6098.0,3974.0
0001002910,AEE,AMEREN CORP,Public Utilities,2016-12-31,12726.796,24699.0,17454.0,653.0,2123.0,6595.0,1593.0,2674.0,242.6,6076.0,3850.0
0001002910,AEE,AMEREN CORP,Public Utilities,2017-12-31,14310.974,25945.0,18619.0,523.0,2104.0,7094.0,1612.0,2940.0,242.6,6177.0,3823.0
0001002910,AEE,AMEREN CORP,Public Utilities,2018-12-31,15948.735,27215.0,19442.0,815.0,2170.0,7859.0,1533.0,2687.0,244.5,6291.0,3979.0
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2009-08-31,2474.8274,1157.547,352.011,125.122,285.448,39.365,682.714,255.838,62.638,1489.518,774.723
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2010-08-31,2797.9709,1153.323,253.443,149.002,149.857,0.0,676.536,190.285,62.777,1692.041,899.053
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2011-08-31,3872.9377,1244.423,251.311,216.906,209.962,0.0,758.434,172.202,62.801,2021.792,1051.708
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2012-08-31,4352.04,1444.876,257.765,256.922,234.284,2.189,920.111,170.515,62.8,2355.918,1242.992
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2013-08-31,4821.06,1943.003,552.62,236.214,325.437,241.566,893.489,213.579,63.435,2457.649,1289.905
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2014-08-31,5554.3367,2060.747,662.184,234.44,272.406,240.235,961.415,309.164,61.619,2787.122,1436.286
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2015-08-31,4173.63,2101.206,768.336,229.958,249.791,214.789,1032.076,422.337,61.658,2910.379,1524.425
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2016-08-31,4132.6762,2064.951,966.575,230.307,401.103,339.772,981.491,478.602,56.581,2863.505,1503.117
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2017-08-31,3884.281,2098.912,873.772,230.815,246.841,200.991,1005.579,557.725,56.392,2887.744,1538.918
0001003078,MSM,MSC INDUSTRIAL DIRECT  -CL A,Capital Goods,2018-08-31,4777.9901,2288.727,901.473,328.843,339.658,311.236,1147.507,490.523,55.896,3203.878,1748.291
0001004980,PCG,PG&E CORP,Public Utilities,2009-12-31,16577.2948,42945.0,32360.0,1220.0,3039.0,11208.0,5657.0,6813.0,371.272,13399.0,9348.0
0001004980,PCG,PG&E CORP,Public Utilities,2010-12-31,18907.6597,46025.0,34491.0,1099.0,3206.0,11329.0,5542.0,7185.0,395.227,13841.0,9345.0
0001004980,PCG,PG&E CORP,Public Utilities,2011-12-31,16993.2335,49750.0,37397.0,844.0,3739.0,11766.0,6480.0,7749.0,412.257,14956.0,9991.0
0001004980,PCG,PG&E CORP,Public Utilities,2012-12-31,17306.2492,52449.0,39123.0,816.0,4882.0,12517.0,5121.0,6256.0,430.718,15040.0,10157.0
0001004980,PCG,PG&E CORP,Public Utilities,2013-12-31,18394.6676,55605.0,41011.0,814.0,3427.0,12717.0,5977.0,7493.0,456.67,15598.0,11107.0
0001004980,PCG,PG&E CORP,Public Utilities,2014-12-31,25337.6081,60127.0,44127.0,1436.0,3677.0,15050.0,6389.0,5920.0,475.913,17090.0,11858.0
0001004980,PCG,PG&E CORP,Public Utilities,2015-12-31,26170.8098,63339.0,46511.0,874.0,3753.0,16030.0,5822.0,6363.0,492.025,16833.0,11806.0
0001004980,PCG,PG&E CORP,Public Utilities,2016-12-31,30803.8268,68598.0,50406.0,1393.0,4409.0,16220.0,6164.0,7564.0,506.892,17666.0,12004.0
0001004980,PCG,PG&E CORP,Public Utilities,2017-12-31,23076.5115,68012.0,48540.0,1646.0,5977.0,17753.0,6281.0,7129.0,514.756,17135.0,10999.0
0001004980,PCG,PG&E CORP,Public Utilities,2018-12-31,12358.0513,76995.0,64092.0,-6851.0,4752.0,0.0,9195.0,41695.0,520.339,16759.0,11018.0
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2009-09-30,1473.235,977.514,617.797,165.238,246.551,349.415,307.556,180.059,35.228,1143.154,845.152
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2010-09-30,1922.3587,970.26,605.423,115.316,155.797,347.953,296.427,164.514,35.318,1136.694,888.018
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2011-09-30,1644.2599,956.459,598.241,114.966,132.786,348.169,297.822,151.514,35.429,1190.552,958.048
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2012-09-30,2358.0577,2884.448,1792.705,1.882,110.973,1422.078,338.28,253.715,57.013,1063.458,897.831
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2013-09-30,2818.8108,2727.987,1598.861,78.798,214.306,1245.237,293.322,233.894,60.231,1703.606,1319.801
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2014-09-30,2687.1224,2609.363,1587.91,94.509,225.551,1242.685,294.865,222.266,60.317,1938.257,1539.039
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2015-09-30,1989.654,2485.73,1587.41,84.352,324.209,1241.107,273.413,210.346,60.531,1416.979,1016.689
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2016-09-30,2024.2737,2295.969,1587.738,14.44,157.108,1238.172,147.299,205.054,60.789,1046.111,765.109
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2017-09-30,1594.2295,2171.283,1618.301,37.995,160.362,1272.164,139.493,210.366,61.105,1187.886,887.326
0001005210,SPH,SUBURBAN PROPANE PRTNRS  -LP,Consumer Services,2018-09-30,1444.8597,2101.199,1607.375,76.534,208.542,1255.138,157.768,219.038,61.405,1344.413,994.811
0001005731,IDT,IDT CORP,Public Utilities,2009-07-31,58.2695,559.62,380.178,-106.961,-100.625,49.018,376.62,314.385,22.977,1538.61,1173.554
0001005731,IDT,IDT CORP,Public Utilities,2010-07-31,406.4889,517.795,331.822,20.569,57.133,34.047,381.114,284.982,22.625,1401.449,1110.723
0001005731,IDT,IDT CORP,Public Utilities,2011-07-31,547.3408,568.166,364.376,23.312,61.849,29.564,434.434,325.141,22.683,1555.477,1269.38
0001005731,IDT,IDT CORP,Public Utilities,2012-07-31,231.9099,451.114,348.389,34.737,40.272,29.716,288.658,301.365,22.916,1506.836,1269.479
0001005731,IDT,IDT CORP,Public Utilities,2013-07-31,474.8106,435.407,346.271,16.048,56.621,6.624,290.304,333.669,22.971,1620.617,1355.573
0001005731,IDT,IDT CORP,Public Utilities,2014-07-31,362.1089,480.931,379.767,18.784,45.721,6.353,338.865,367.984,23.227,1651.541,1367.266
0001005731,IDT,IDT CORP,Public Utilities,2015-07-31,397.0596,485.682,350.742,84.49,30.534,0.0,341.188,348.912,23.329,1596.777,1328.363
0001005731,IDT,IDT CORP,Public Utilities,2016-07-31,351.3768,469.658,345.455,23.514,49.054,0.0,339.053,343.82,23.026,1496.261,1246.594
0001005731,IDT,IDT CORP,Public Utilities,2017-07-31,367.8508,518.963,364.406,8.177,19.014,0.0,371.117,362.776,24.838,1501.729,1275.708
0001005731,IDT,IDT CORP,Public Utilities,2018-07-31,128.3415,399.597,368.294,4.208,6.894,0.0,328.881,366.984,24.446,1547.495,1306.037
0001005731,IDT,IDT CORP,Public Utilities,2019-07-31,268.925,443.703,390.146,0.134,85.137,0.0,368.461,389.07,26.469,1409.172,1174.015
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2009-12-31,55.2,558.914,459.005,478.692,28.98,253.242,147.027,163.854,9.6,815.55,533.705
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2010-12-31,122.5125,514.459,431.425,-10.242,36.484,242.748,137.801,136.868,9.801,764.947,488.612
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2011-12-31,173.9611,543.824,442.118,-33.53,42.932,245.814,138.2,145.826,13.741,989.259,695.738
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2012-12-31,151.4626,301.19,232.687,-45.827,23.569,127.046,86.926,78.423,13.934,260.554,127.963
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2013-12-31,40.5441,87.68,33.271,-17.612,-20.315,0.0,74.9,31.7,14.226,230.686,220.315
0001006837,HCHC,HC2 HOLDINGS INC,Capital Goods,2014-12-31,200.7436,720.003,571.759,-16.294,3.663,332.927,332.353,200.005,23.813,547.438,469.992
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2009-12-31,2936.4714,1795.3,1157.6,174.6,250.9,426.2,696.8,460.5,63.055,2127.5,666.8
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2010-12-31,2989.195,2015.8,1226.0,225.1,299.5,426.8,849.2,500.4,62.706,2300.4,716.5
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2011-12-31,3162.7528,1844.2,1343.4,218.3,274.7,415.2,769.4,675.4,56.508,2585.0,811.0
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2012-12-31,3465.246,1821.8,1342.7,193.0,298.7,414.4,766.5,694.5,54.06,2583.8,806.6
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2013-12-31,4757.1277,1843.9,1591.0,274.2,323.5,619.9,779.0,737.5,50.324,2671.6,835.0
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2014-12-31,3129.966,1783.1,1597.3,214.4,282.1,615.2,753.6,747.4,49.682,2606.1,772.0
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2015-12-31,2806.8191,1598.2,1437.2,185.8,225.7,608.2,550.5,614.0,50.437,2283.8,667.1
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2016-12-31,2664.5716,1587.8,1375.0,223.6,238.6,606.0,545.3,547.6,50.638,2213.1,653.2
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2017-12-31,3201.3366,1388.0,1507.4,-265.4,217.0,605.1,630.5,658.8,51.058,2255.8,678.3
0001008654,TUP,TUPPERWARE BRANDS CORP,Consumer Non-Durables,2018-12-31,1536.4172,1308.8,1544.0,155.9,132.0,603.4,620.6,759.1,48.667,2069.7,631.9
0001009001,CCJ,CAMECO CORP,Basic Industries,2009-12-31,13329.0273,7342.102,2334.234,716.997,690.113,952.853,2527.741,763.057,392.839,2314.985,1324.278
0001009001,CCJ,CAMECO CORP,Basic Industries,2010-12-31,15892.3453,7671.368,2276.902,514.749,507.098,940.317,2573.299,604.709,394.351,2123.655,1127.879
0001009001,CCJ,CAMECO CORP,Basic Industries,2011-12-31,7267.2555,7801.831,2696.326,450.404,731.677,932.253,2585.334,708.019,394.745,2384.404,1333.449
0001009001,CCJ,CAMECO CORP,Basic Industries,2012-12-31,7744.9065,8215.02,3270.753,266.136,643.912,1407.116,2167.921,707.812,395.35,2321.471,1472.778
0001009001,CCJ,CAMECO CORP,Basic Industries,2013-12-31,8716.3131,8039.317,2689.923,318.495,529.884,1293.383,1757.83,704.551,395.477,2438.723,1619.397
0001009001,CCJ,CAMECO CORP,Basic Industries,2014-12-31,7539.8567,8472.667,3028.863,57.991,480.182,1491.198,2067.706,515.814,395.793,2397.532,1547.188
0001009001,CCJ,CAMECO CORP,Basic Industries,2015-12-31,6756.1865,8794.637,3249.358,65.286,450.01,1492.237,2183.965,671.637,395.793,2754.378,1954.615
0001009001,CCJ,CAMECO CORP,Basic Industries,2016-12-31,5556.9337,8249.198,2990.67,-61.611,312.38,1493.327,2041.833,469.255,395.793,2431.404,1924.149
0001009001,CCJ,CAMECO CORP,Basic Industries,2017-12-31,4595.1567,7778.727,2919.068,-204.942,596.05,1494.471,2135.579,410.994,395.793,2156.852,1637.207
0001009001,CCJ,CAMECO CORP,Basic Industries,2018-12-31,6126.8756,8018.636,3025.044,166.323,667.516,996.072,2082.726,875.875,395.793,2091.661,1495.445
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2009-12-31,1573.1591,513.412,56.096,52.506,22.05,0.0,218.87,32.458,23.077,341.872,196.464
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2010-12-31,2392.6023,599.571,77.592,78.231,91.785,0.0,237.655,51.247,23.108,473.082,270.683
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2011-12-31,2849.663,740.865,110.707,129.387,111.413,0.0,302.565,79.066,23.106,625.705,327.975
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2012-12-31,1809.1056,808.878,95.8,105.38,156.381,0.0,349.917,50.83,23.093,645.536,377.138
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2013-12-31,2689.6289,878.951,110.364,84.356,137.571,0.0,371.382,56.688,23.081,667.398,426.931
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2014-12-31,924.8747,934.226,158.169,55.212,105.782,0.0,337.611,77.415,23.093,648.325,410.822
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2015-12-31,400.4332,836.369,194.063,-109.544,70.577,55.0,285.277,70.29,23.281,279.574,274.445
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2016-12-31,281.1753,723.457,106.887,-80.127,-17.935,67.404,217.223,34.804,26.881,103.051,131.927
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2017-12-31,276.2241,540.598,134.833,-253.116,-38.818,87.738,195.797,42.431,27.134,188.756,197.512
0001009672,CRR,CARBO CERAMICS INC,Capital Goods,2018-12-31,96.4343,474.366,138.083,-75.433,-21.598,45.65,181.257,80.555,27.711,210.745,201.165
0001011570,KNL,KNOLL INC,Consumer Durables,2009-12-31,484.8386,655.62,566.058,27.353,52.853,295.156,213.877,153.264,46.935,780.033,490.623
0001011570,KNL,KNOLL INC,Consumer Durables,2010-12-31,784.6705,687.432,561.046,28.024,89.632,245.0,261.16,191.918,46.902,809.467,526.269
0001011570,KNL,KNOLL INC,Consumer Durables,2011-12-31,709.0727,688.091,522.668,58.011,66.921,212.0,264.893,183.128,47.749,922.2,610.665
0001011570,KNL,KNOLL INC,Consumer Durables,2012-12-31,734.8378,695.053,506.953,50.001,70.568,193.0,258.522,175.945,47.841,887.499,577.202
0001011570,KNL,KNOLL INC,Consumer Durables,2013-12-31,861.6503,677.334,448.892,23.146,54.614,173.0,236.199,168.303,47.059,862.668,566.632
0001011570,KNL,KNOLL INC,Consumer Durables,2014-12-31,1031.4871,868.943,655.725,46.596,88.227,248.0,311.819,231.774,48.724,1050.294,659.182
0001011570,KNL,KNOLL INC,Consumer Durables,2015-12-31,917.8536,856.085,600.611,65.963,88.854,212.0,308.772,216.04,48.822,1104.442,670.846
0001011570,KNL,KNOLL INC,Consumer Durables,2016-12-31,1371.2513,858.613,549.144,82.084,104.295,208.383,276.808,222.373,49.096,1164.292,695.945
0001011570,KNL,KNOLL INC,Consumer Durables,2017-12-31,1136.7936,861.041,502.312,80.163,103.734,181.048,278.27,223.08,49.34,1132.892,692.264
0001011570,KNL,KNOLL INC,Consumer Durables,2018-12-31,814.6229,1226.949,840.439,73.248,108.208,443.898,331.615,272.778,49.431,1302.272,784.755
0001012100,SEE,SEALED AIR CORP,Basic Industries,2009-12-31,3474.3847,5420.1,3219.8,242.4,552.0,1626.3,2073.4,1433.8,158.938,4242.8,2871.7
0001012100,SEE,SEALED AIR CORP,Basic Industries,2010-12-31,4054.3377,5399.4,2997.8,254.3,483.1,1399.2,2040.0,1447.7,159.306,4490.1,3090.0
0001012100,SEE,SEALED AIR CORP,Basic Industries,2011-12-31,3305.387,11496.7,8544.3,148.2,392.1,5010.9,3262.6,2383.5,192.062,5640.9,3851.0
0001012100,SEE,SEALED AIR CORP,Basic Industries,2012-12-31,3406.7106,9437.2,7992.9,-1610.6,397.0,4540.8,3222.4,2333.6,194.558,7648.1,4933.8
0001012100,SEE,SEALED AIR CORP,Basic Industries,2013-12-31,6680.576,9134.2,7743.7,93.1,631.2,4116.4,3417.7,2700.8,196.199,7690.8,4941.0
0001012100,SEE,SEALED AIR CORP,Basic Industries,2014-12-31,8932.8728,8041.7,6878.9,256.5,-201.9,4282.5,2691.6,1730.9,210.532,7750.5,4915.1
0001012100,SEE,SEALED AIR CORP,Basic Industries,2015-12-31,8742.1798,7426.0,6898.9,333.2,967.7,4302.7,2215.6,1807.1,196.013,7031.5,4320.3
0001012100,SEE,SEALED AIR CORP,Basic Industries,2016-12-31,8772.4739,7389.1,6779.4,483.0,906.9,3938.3,2215.3,2118.9,193.482,6778.3,4123.5
0001012100,SEE,SEALED AIR CORP,Basic Industries,2017-12-31,8311.7828,5280.3,5128.0,57.9,424.4,3230.5,1866.4,1378.2,168.596,4461.6,2937.4
0001012100,SEE,SEALED AIR CORP,Basic Industries,2018-12-31,5422.9854,5050.2,5398.8,149.4,428.0,3236.5,1554.8,1488.6,155.654,4732.7,3114.7
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2009-12-31,1339.0886,1697.032,1008.155,59.929,126.726,421.616,253.243,171.794,41.026,544.866,393.236
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2010-12-31,2215.1633,2067.56,1250.32,78.669,172.784,475.174,208.948,304.886,41.835,630.195,437.916
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2011-12-31,2571.621,2294.157,1333.523,119.493,173.466,569.026,240.199,261.271,42.45,829.096,574.557
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2012-12-31,3582.455,5226.115,3326.129,48.176,170.679,1770.566,465.252,416.744,47.088,875.616,581.43
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2013-12-31,5142.8052,5319.821,3170.751,269.157,411.912,1540.346,548.33,456.508,53.543,1569.011,1034.686
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2014-12-31,4851.9034,5595.753,3237.773,260.755,491.464,1548.051,548.426,464.238,53.958,1639.012,1065.46
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2015-12-31,3099.9532,6795.604,4276.143,225.037,475.147,2223.306,576.56,533.814,57.738,2000.401,1414.696
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2016-12-31,4311.8186,7634.958,4447.837,141.137,407.039,2306.915,485.338,479.11,62.121,2001.527,1434.361
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2017-12-31,4932.1983,8034.897,4138.805,549.051,479.206,2303.442,589.533,467.781,62.647,2208.044,1545.008
0001012620,GWR,GENESEE & WYOMING INC  -CL A,Transportation,2018-12-31,4209.2213,7868.461,4238.409,244.418,553.093,2425.235,627.593,481.653,56.866,2348.55,1656.743
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2009-08-31,2572.5696,633.137,132.308,144.95,207.77,0.0,299.41,99.363,46.74,622.023,175.027
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2010-08-31,3385.0652,644.608,142.202,150.211,211.08,0.0,265.145,109.276,46.024,641.059,169.207
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2011-08-31,3960.3345,657.44,142.252,171.046,207.136,0.0,273.17,109.423,45.055,726.51,207.776
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2012-08-31,4085.6233,694.143,141.879,188.809,231.965,0.0,299.125,113.176,44.279,805.793,241.758
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2013-08-31,4434.2114,690.197,148.418,198.637,269.809,0.0,318.034,118.253,43.324,858.112,270.879
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2014-08-31,5324.4282,663.212,152.13,211.543,265.023,0.0,249.775,127.291,41.793,920.335,319.251
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2015-08-31,6524.7806,736.671,205.087,241.051,306.442,35.0,304.174,139.78,41.317,1006.768,373.236
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2016-08-31,7127.9651,1019.161,501.78,338.815,331.14,300.0,369.276,158.21,40.038,1127.092,447.957
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2017-08-31,6133.6351,1413.315,853.624,258.259,320.527,575.0,409.376,201.139,39.023,1221.179,518.68
0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,Technology,2018-08-31,8761.0923,1419.447,893.547,267.085,385.668,574.775,430.916,221.134,38.193,1350.145,593.496
0001013605,PDS,PRECISION DRILLING CORP,Energy,2009-12-31,2108.6154,4191.713,1607.212,161.703,504.729,748.725,449.459,128.599,275.636,1197.446,774.416
0001013605,PDS,PRECISION DRILLING CORP,Energy,2010-12-31,2646.5952,4296.788,1718.869,62.091,305.395,804.494,676.665,216.516,275.687,1429.653,886.748
